PRODUCT_NAME,CATEGORY_NAME,DESCRIPTION,PRICE,DISCOUNT,IN_STORE_LOCATION
Adicolor Oversized Sweatshirt,Clothing,"With playful proportions and a vibrant color palette, the statement-making Adicolor Oversized Sweatshirt serves up minimalism with a contemporary twist. ​
​
Made from sumptuous French cotton-terry with an oversized fit, the hoodie is the ideal choice for those laid-back days spent lounging at home. Heading out the door? Simply throw on sneakers and jeans and you're good to go. ​
​
Billowing sleeves are given definition thanks to ribbed cuffs—which also keep you snug on those brisk early morning walks—while the tiny tonal Trefoil badge adds a touch of casual-cool to the versatile wardrobe staple. 
​
The cherry on top? Our cotton products support more sustainable cotton farming. A win win for the planet and your wardrobe.",68,17.0,"Aisle 27, Shelf 15"
R.Y.V. Sling Pack,Accessories,"When you hear your dreams calling, answer them. Don't wait. Don't hesitate. Zip your stuff in this adidas sling bag and follow your own path with confidence. Durable ripstop fabric and utilitarian pockets show that you don't mess around when it comes to self expression.

This product is made with recycled content as part of our ambition to end plastic waste.",41,17.0,"Aisle 28, Shelf 8"
adidas Sportswear Future Icons Animal-Print Sweatshirt,Clothing,"It's a fact. There is no wrong time for animal prints — especially when they're popping off this adidas sweatshirt. Move through your day supported by its soft, cozy fabric. The fun pattern keeps your look extra fresh. 

This product is made with Primegreen, a series of high-performance recycled materials.",48,12.0,"Aisle 29, Shelf 1"
Marimekko Trefoil Infill Cropped Tee,Clothing,"Double down on self-expression. Wear this sporty cropped t-shirt with cycling shorts, an oversize blazer or some roller skates. Anything works. Show off your midriff or go high-rise. It's up to you. However you style it, bright colors on an adidas Trefoil logo serve up a fun mix of Finnish design and sport heritage. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",25,10.0,"Aisle 29, Shelf 2"
Adicolor Classics 3-Stripes Windbreaker,Clothing,"The Adicolor Classics 3-Stripes Windbreaker is the best jacket for crisp winter mornings and long commutes in the city. Especially when you flip up the hood.

Taking inspiration from our sports archives and reinventing it for today, the jacket fuses 90s-inspired style with functional design details. Multiple pockets are there to keep your valuables safe and easily accessible, while the iconic 3-Stripes and relaxed fit give it a casual-cool vibe.

Bold and bright, in true Adicolor style, the jacket is made from lightweight recycled polyester that's ideal for transitional weather and weekend trips away. Pair yours with other items from the collection for maximum impact.",80,20.0,"Aisle 29, Shelf 3"
AEROREADY  Designed to Move Sport Camo Logo Tee,Clothing,"When activity is part of your daily routine, this adidas tee keeps you ready for whatever comes next. Stay feeling dry and fresh while you work, thanks to moisture-absorbing AEROREADY. Move freely in distraction-free comfort, from the basketball court to the weight room and beyond. The unique camo print turns up the style on your workout look.

This product is made with Primegreen, a series of high-performance recycled materials.",20,5.0,"Aisle 29, Shelf 4"
Camo-Print SST Top,Clothing,"Camo print is usually meant for blending in. But you don't do usual. Bright and colorful, this print is all about standing out. Making an impression. Zip into the sporty style of this juniors' adidas track top and rock it in on school days or weekends. It's good for selfies too. 

This product is made with Primegreen, a series of high-performance recycled materials.",40,10.0,"Aisle 29, Shelf 5"
Camo-Print Hoodie,Clothing,"Blending in? Boring. Pull on this juniors' adidas hoodie and try standing out instead. At school, at home or tearing it up with your crew in the city. You'll make an impression every time in a bright camo print.

By buying cotton products from us, you're supporting more sustainable cotton farming. This product is also made with recycled content as part of our ambition to end plastic waste.",36,9.0,"Aisle 29, Shelf 6"
Short Sleeve Graphic Tee,Clothing,"Honor your hard work. Reward your efforts. OR just start with the reward and let it fuel everything else. When you slip on this t-shirt in the morning, that's exactly what you're doing. Cotton jersey feels soft against the skin. The eye-catching graphic on the front leaves no doubt that you're part of the adidas team. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",24,6.0,"Aisle 29, Shelf 7"
Tiro Cargo Pants,Clothing,"On-pitch style with off-grid vibes. These adidas soccer cargo pants take the classic tapered Tiro silhouette and add a pair of cargo-style pockets on the sides. Whatever adventures your beautiful game takes you on, moisture-wicking AEROREADY will ensure you feel at home. They're also made using recycled materials. It's not the solution, but at least it's a start.",45,10.0,"Aisle 29, Shelf 8"
adidas Adventure Ball Cap,Accessories,"The sun's out, so shouldn't you be too? Pack your bag, throw on this adidas cap and get out there. It's made of sleek nylon with an easy-to-adjust back, and it has a pre-shaped brim to shield your eyes from the rays. A throwback bear logo on the front declares your love for adventure.",23,9.0,"Aisle 28, Shelf 9"
R.Y.V. Toploader Backpack,Accessories,"Because you appreciate the unconventional, this distinctive adidas backpack loads, and looks, totally different. The top-loading design makes it easy to access your gear anytime. And the prominent rope outline? That's what really sets it apart from the pack.

This product is made with recycled content as part of our ambition to end plastic waste.",63,27.0,"Aisle 28, Shelf 10"
Flower Camo Box Graphic Tee,Clothing,"Blend in while you stand out. This adidas graphic t-shirt features a print with an elevated look and feel, thanks to the combination of two different printing techniques to achieve a layered effect. Pair it with high-waisted leggings for a stylish and comfortable look. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",20,5.0,"Aisle 29, Shelf 9"
adidas Hockey Hoodie,Clothing,"Speed wins the puck. This adidas hoodie shares the fast pace of aggressive hockey with a bold front graphic. Soft, cotton-blend fleece gives it an everyday feel.",42,18.0,"Aisle 29, Shelf 10"
Fast Primeblue Tee,Clothing,"Unleash your speed. This adidas leopard-print t-shirt gives you something bold to wear while running across the finish line. The cropped, boxy cut is about easy motion as much as style. AEROREADY keeps you dry and focused through the final stretch.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",32,8.0,"Aisle 29, Shelf 11"
Pacer 3-Stripes Woven Shorts,Clothing,"Comfort. Style. What's left to think about? Throw these adidas shorts in your gym bag every time you head out the door and trust the stretchy, moisture-absorbing AEROREADY to start your session off right. They're made with recycled materials, part of adidas' commitment to help end plastic waste.

This product is made with Primegreen, a series of high-performance recycled materials.",20,5.0,"Aisle 29, Shelf 12"
Short Piping High-Waist Tights,Clothing,"What you wear sets the tone for what you do. When you pull on these adidas short tights, it's all about ease. Soft stretchy cotton flatters your shape, and 3-Stripes pack a sporty punch. If your plans change, your outfit doesn't have to. Swap out that sweatshirt for a crop top as you transition from the couch to the dance floor. Easy. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",28,12.0,"Aisle 29, Shelf 13"
Adicolor Essentials Trefoil Swim Shorts,Clothing,"Always ready to jump in the water. Pull on these perfectly classic adidas swim shorts and head out feeling carefree and ready for whatever comes your way. A back pocket holds your essentials. Just make sure to take them out when you find a pool to jump in.

This product is made with Primegreen, a series of high-performance recycled materials.",28,7.0,"Aisle 29, Shelf 14"
Marble Logo Graphic Print Hoodie,Clothing,"OK, so pink-and-blue marble print might not technically be a ""neutral."" But you'll find yourself reaching for this juniors' adidas hoodie so frequently that it might as well be. It's soft on the inside, swirly on the outside and magically perfect with everything else in your closet.

By buying cotton products from us, you're supporting more sustainable cotton farming.",32,13.0,"Aisle 29, Shelf 15"
Copa Sense.3 Laceless Firm Ground Cleats,Shoes,Some players talk a good game. But the best ones feel it. Get in touch with your senses and elevate your play in Copa Sense. These juniors' adidas soccer cleats feature a synthetic upper for a smooth first touch. The laceless construction molds around the contours of your foot for a comfortable fit. The outsole delivers high traction on firm ground.,49,21.0,"Aisle 25, Shelf 15"
Jacquard Trefoil Crew Socks 2 Pairs,Accessories,"Simple. Classic. A little bit unexpected. Pull on these socks with sneakers or slides, and keep your feet comfortable in light, stretchy fabric. The essential style transforms up close with semi-sheer Trefoils that rep your adidas pride.",12,2.0,"Aisle 28, Shelf 11"
